starId,movieId
nm9428004,GLm10
nm9435349,GLm10
nm9435350,GLp15
nm9435351,GLp15
nm9435352,GLp15
nm9435353,GLp15
nm9435354,GLp17
nm9435355,GLp17
nm9435356,GLp17
nm9435357,GLp17
nm9435358,GLp17
nm9435359,GlR20
nm9435360,GlS10
nm9435361,GlS10
nm9435362,GlS10
nm9423676,GLt2
nm9435363,GLt2
nm9429472,GLt2
nm9429301,GLt10
nm9435364,GLt10
nm9435365,GLt20
nm9435366,GLt20
nm9435367,GLt20
nm9435368,GLw10
nm9435369,GLw10
nm9435370,GLw10
nm9435371,GLw10
nm9423382,GM190
nm9429937,GM190
nm9435372,GM190
nm9427260,GM190
nm9435373,GM190
nm9435374,GM190
nm9435375,GM190
nm9435376,GM190
nm9435377,GM190
nm9435378,GM190
nm9424385,GM190
nm9429687,GM190
nm9426671,GM190
nm9424692,GM200
nm9429048,GM200
nm9435379,GM200
nm9423334,GM200
nm9424730,GM200
nm9427273,GM200
nm9425886,GM200
nm9425853,GM200
nm9425356,GM200
nm9435380,GM200
nm9435381,GM200
nm9425945,GM210
nm9425405,GM210
nm9426861,GM210
nm9423619,GM210
nm9424026,GM210
nm9424356,GM210
nm9428172,GM210
nm9426069,GM210
nm9426529,GM222
nm9426517,GM222
nm9435382,GM223
nm9423550,GM223
nm9425945,GM224
nm9424096,GM224
nm9426457,GM224
nm9428324,GM224
nm9426319,GM224
nm9428647,GM224
nm9427841,GM224
nm9424259,GM224
nm9423831,GM224
nm9424812,GM224
nm9427586,GM224
nm9425945,GM225
nm9426069,GM226
nm9424679,GM226
nm9424625,GM226
nm9435383,GM227
nm9428605,GM227
nm9435384,GM227
nm9435385,GM227
nm9425945,GM227
nm9424424,GM227
nm9424332,GM227
nm9427319,GM227
nm9426517,GM227
nm9435386,GM227
nm9425405,GM227
nm9426544,GM227
nm9426529,GM227
nm9429373,GM227
nm9424096,GM227
nm9425919,GM227
nm9428684,GM227
nm9426546,GM227
nm9428531,GM227
nm9426886,GM227
nm9425771,GM227
nm9428122,GM227
nm9423550,GM227
nm9425094,GM227
nm9435387,GM227
nm9435388,GM227
nm9435389,GM227
nm9435390,GM227
nm9435391,GM227
nm9426220,GM227
nm9435392,GM227
nm9425856,GM235
nm9435393,GM235
nm9424468,GM237
nm9426680,GM237
nm9429228,GM237
nm9435394,GM237
nm9435395,GM237
nm9427044,GM238
nm9426720,GM238
nm9428684,GM238
nm9427360,GM238
nm9426967,GM238
nm9428107,GM238
nm9435396,GM238
nm9435397,GM238
nm9424424,GM238
nm9425945,GM238
nm9435398,GM240
nm9424223,GM240
nm9424065,GM240
nm9435399,GM240
nm9423451,GM240
nm9435400,GM240
nm9435401,GM240
nm9424866,GM240
nm9435402,GM240
nm9425017,GM240
nm9427044,GM242
nm9426720,GM242
nm9424435,GM242
nm9425772,GM242
nm9426703,GM242
nm9423668,GM300
nm9423334,GM300
nm9427379,GM300
nm9427273,GM300
nm9424730,GM300
nm9435403,GM300
nm9427542,GM300
nm9427372,GM300
nm9425131,GM305
nm9428321,GM305
nm9428293,GM305
nm9427180,GM305
nm9423147,GM305
nm9427261,GM305
nm9428047,GM305
nm9426551,GM305
nm9425388,GM310
nm9426175,GM310
nm9428514,GM310
nm9426563,GM310
nm9435404,GM310
nm9427426,GM310
nm9424326,GM310
nm9425646,GM310
nm9429575,GMf20
nm9435405,GMf20
nm9435406,GMf20
nm9435407,GMf20
nm9425749,GMf20
nm9424210,GMf40
nm9423683,GMf40
nm9423351,GMf50
nm9429415,GMf50
nm9427260,GMf50
nm9426805,GMf50
nm9429908,GMf50
nm9426761,GMf50
nm9423351,GMf50
nm9435408,GMf60
nm9435409,GMf60
nm9427020,GMf70
nm9435410,GMf70
nm9429316,GMf70
nm9435411,GMf70
nm9435412,GMf70
nm9435413,GMf70
nm9429869,GMK10
nm9425081,GMK10
nm9428170,GMK10
nm9428244,GMK15
nm9425707,GMK15
nm9429325,GMK15
nm9435414,GMK17
nm9435415,GMK17
nm9435416,GMK17
nm9435417,GMK17
nm9426626,GMu9
nm9435418,GMu9
nm9435419,GMu9
nm9424947,GMu15
nm9435420,GMu15
nm9435421,GMu15
nm9429130,GMu15
nm9428874,GMu15
nm9435422,GMu15
nm9424947,GMu17
nm9435423,GMu17
nm9435424,GMu17
nm9425948,GMu17
nm9428541,GMu17
nm9435425,GMu17
nm9426172,GMu17
nm9428060,GMu17
nm9435426,GMu21
nm9435427,GMu21
nm9435428,GMu21
nm9435429,GMu21
nm9435430,GMu21
nm9428060,GMu21
nm9425119,GMu21
nm9435431,GMy20
nm9435432,GMy20
nm9435433,GMy20
nm9435434,GMy20
nm9426531,GMy25
nm9435435,GMy25
nm9435436,GMy25
nm9435437,GMy25
nm9426061,GMy35
nm9427596,GMy35
nm9426337,GMy35
nm9435438,GMy35
nm9424098,GMy35
nm9425886,GMy35
nm9435439,GMy35
nm9423650,GMy35
nm9423311,GMy45
nm9426786,GMy45
nm9428214,GMy45
nm9427469,GMy45
nm9425587,GMy45
nm9435440,GMy45
nm9427528,GMx2
nm9423975,GMx2
nm9435441,GMx3
nm9426324,GMx3
nm9435442,GMx3
nm9429388,GMx3
nm9435443,GMx3
nm9435444,GMx3
nm9435445,GMx3
nm9425913,GMx5
nm9426195,GMx5
nm9428750,GMx5
nm9425273,GMx5
nm9435446,GMx5
nm9435447,GMx5
nm9435448,GMx5
nm9435449,GnA10
nm9435450,GnA10
nm9435451,GnA10
nm9435452,GnA10
nm9435453,GnA13
nm9425694,GNe5
nm9425152,GNe5
nm9423338,GNe5
nm9426336,GNe5
nm9435454,GNe5
nm9435455,GNe5
nm9435456,GNj1
nm9423865,GNj1
nm9425799,GNj1
nm9429686,GNj1
nm9425593,GNj1
nm9435457,GNj1
nm9435458,GNj1
nm9425478,GNj1
nm9435459,GNj1
nm9435460,GNj1
nm9435461,GNj1
nm9423126,GnN10
nm9428242,GnN10
nm9423616,GnN10
nm9435462,GnN10
nm9428118,GnN14
nm9428118,GnN14
nm9425005,GnN14
nm9435463,GnN14
nm9435464,GnN14
nm9435465,GnN14
nm9428118,GnN15
nm9435466,GnN15
nm9423246,GnN15
nm9435467,GnN15
nm9427708,GnN15
nm9435468,GnN15
nm9425856,GnP10
nm9424084,GnP10
nm9428063,GnP10
nm9423805,GnP10
nm9435469,GnP10
nm9426447,GnP10
nm9435470,GnP10
nm9428030,GnP10
nm9428503,GnP10
nm9428640,GNs10
nm9427971,GNs10
nm9427350,GNs10
nm9423732,GNs10
nm9435471,GNs10
nm9429418,GoA10
nm9423786,GoA10
nm9424849,GoG10
nm9423400,GoH10
nm9435472,GoH10
nm9435473,GoH10
nm9428127,GoH50
nm9435474,GoH50
nm9435475,GoH50
nm9424548,GoH50
nm9425318,GoH50
nm9426656,GoH50
nm9435476,GoH50
nm9435477,GoH50
nm9428127,GoH51
nm9424471,GoH51
nm9426656,GoH51
nm9435478,GoH51
nm9435479,GoH51
nm9427634,GoH51
nm9426787,GoH51
nm9435480,GoH51
nm9435481,GoH51
nm9428127,GoH52
nm9423595,GoH52
nm9427510,GoH52
nm9435482,GoH52
nm9435483,GoH52
nm9435484,GoH52
nm9425537,GoH52
nm9428399,GoH53
nm9426794,GoH53
nm9427872,GoH53
nm9424104,GoH53
nm9424826,GoH53
nm9426621,GoH54
nm9427534,GoH54
nm9423385,GoH54
nm9429786,GoH54
nm9435485,GoH54
nm9435486,GOl1
nm9435487,GOl1
nm9435488,GOl1
nm9435489,GOl1
nm9435490,GOl1
nm9435491,GOl1
nm9427643,GoP12
nm9424545,GoP12
nm9435492,GoP12
nm9435493,GoP12
nm9423944,GoP12
nm9423366,GoP12
nm9429468,GoP12
nm9435494,GoP12
nm9427667,GOu20
nm9423539,GOu20
nm9435495,GOu20
nm9429558,GOu20
nm9435496,GOu20
nm9435497,GOu20
nm9423539,GOu35
nm9435498,GOu35
nm9435499,GOu35
nm9435500,GoJ20
nm9435501,GoJ20
nm9435502,GoJ20
nm9435503,GoM10
nm9435504,GoM10
nm9435505,GoM10
nm9435506,GoM10
nm9435507,GoM10
nm9435508,GoM10
nm9427656,GP3
nm9426482,GP3
nm9425268,GP3
nm9435509,GP3
nm9435510,GP3
nm9423837,GP7
nm9426470,GP7
nm9435511,GP7
nm9435512,GP7
nm9435513,GP7
nm9435514,GP7
nm9435515,GP7
nm9423837,GP9
nm9435516,GP9
nm9435517,GP9
nm9426698,GP13
nm9435518,GP13
nm9428221,GP13
nm9435519,GP13
nm9428662,GP13
nm9435520,GP13
nm9435521,GP13
nm9428916,GP13
nm9425469,GP14
nm9435522,GP14
nm9428654,GP100
nm9424618,GP100
nm9425878,GPa1
nm9425717,GPa1
nm9427470,GPa1
nm9427643,GPa1
nm9426792,GPa1
nm9429268,GPa1
nm9426373,GPa1
nm9423336,GPa1
nm9423968,GPa1
nm9426682,GPa2.
nm9428193,GPa2.
nm9426824,GPC5
nm9425707,GPC5
nm9426546,GPC5
nm9428773,GPC5
nm9429273,GPC5
nm9429094,GPC5
nm9425273,GPC5
nm9426621,GPC5
nm9429418,GPC5
nm9428966,GPC5
nm9429375,GPC5
nm9428848,GPC5
nm9426587,GPC5
nm9427434,GPC10
nm9427667,GPC10
nm9428622,GPC10
nm9424006,GPC10
nm9428499,GPC10
nm9428106,GPC10
nm9423713,GPC10
nm9425456,GPC10
nm9425919,GPC10
nm9428962,GPC20
nm9424412,GPC20
nm9435523,GPC20
nm9435524,GPC20
nm9423597,GPC20
nm9428962,GPC23
nm9428962,GPC25
nm9428536,GPC29
nm9435525,GPC29
nm9435526,GPC29
nm9435527,GPC29
nm9424911,GPC29
nm9435528,GPC29
nm9435529,GPC29
nm9435530,GPC29
nm9428772,GPC32
nm9429129,GPC32
nm9425644,GPC32
nm9425642,GPe10
nm9423885,GPe10
nm9424834,GPe10
nm9429573,GPe10
nm9435531,GPe10
nm9424002,GPe10
nm9425377,GPi10
nm9429892,GPi10
nm9429472,GPi13
nm9424618,GPi13
nm9435532,GPi13
nm9428499,GPk10
nm9425572,GPk10
nm9435533,GPk10
nm9429063,GPk10
nm9435534,GPk10
nm9427784,GPk12
nm9426654,GPk12
nm9425701,GPk12
nm9425205,GPk12
nm9428499,GPk14
nm9425572,GPk14
nm9435535,GPk14
nm9435536,GPk14
nm9435537,GPk14
nm9429202,GPl10
nm9429901,GPl10
nm9427350,GPl10
nm9423948,GPl10
nm9425806,GPl10
nm9423642,GPl10
nm9426769,GPl10
nm9435538,GrA10
nm9435539,GrA10
nm9435540,GrA10
nm9429862,GrA10
nm9435541,GrA10
nm9435542,GrA10
nm9427605,GrB4
nm9425437,GrB4
nm9425719,GrB4
nm9423786,GrB4
nm9423946,GrB10
nm9427913,GrB10
nm9428964,GrB10
nm9435543,GrB10
nm9435544,GrB10
nm9426143,GrB10
nm9435545,GrB10
nm9435546,GrB10
nm9435547,GrB10
nm9435548,GrB10
nm9426583,GrC1
nm9428972,GrC1
nm9428781,GrC1
nm9426097,GrC12
nm9435549,GrC12
nm9435550,GrC12
nm9425341,GrC12
nm9435551,GrC12
nm9435552,GrC12
nm9425705,GrC12
nm9435553,GrC12
nm9426838,GrD10
nm9428272,GrD10
nm9435554,GRt1
nm9435555,GRt1
nm9435556,GRt1
nm9435557,GRt1
nm9429059,GRt1
nm9435558,GyR10
nm9435559,GyR10
nm9424512,GyR10
nm9426456,GyR10
nm9435560,GyR10
nm9426938,GyR10
nm9429564,GyR10
nm9435561,GRH1
nm9425118,GRH1
nm9426070,GRH1
nm9427627,GRH1
nm9427854,GRH2
nm9425878,GRH2
nm9427044,GRH2
nm9427350,GRH2
nm9429281,GRH2
nm9428714,GRH3
nm9429552,GRH3
nm9428939,GRH3
nm9428114,GRH3
nm9426587,GRH3
nm9429230,GRH3
nm9423729,GRH3
nm9435562,GRH3
nm9429519,GRH4
nm9423233,GRH4
nm9425707,GRH4
nm9435563,GRH4
nm9435564,GRH4
nm9429228,GRH4
nm9425591,GRH4
nm9423233,GRH5
nm9423130,GRH5
nm9427430,GRH5
nm9425308,GRH5
nm9425167,GRH5
nm9424125,GRH5
nm9435565,GRH5
nm9426738,GRH5
nm9428926,GRH5
nm9426771,GRH5
nm9435566,GRH5
nm9435567,GRH5
nm9427639,GRH6
nm9428253,GRH6
nm9428488,GRH6
nm9426638,GRH6
nm9424350,GRH6
nm9427055,GRH6
nm9426212,GRH6
nm9424089,GRH6
nm9435568,GRH6
nm9428566,GRH7
nm9427977,GRH7
nm9426678,GRH7
nm9428444,GRH7
nm9427639,GRH8
nm9428253,GRH8
nm9428754,GRH8
nm9424840,GRH8
nm9429566,GRH8
nm9423790,GRH8
nm9425457,GRH8
nm9435569,GRH9
nm9429136,GRH9
nm9435570,GRH9
nm9428611,GRH9
nm9426718,GRH9
nm9426390,GRH9
nm9435571,GRH9
nm9425850,GRH9
nm9427639,GRH10
nm9427803,GRH10
nm9424700,GRH10
nm9424769,GRH10
nm9435572,GRH10
nm9435573,GRH10
nm9429591,GRH10
nm9424434,GRH10
nm9435574,GRH10
nm9427770,GRH11
nm9426564,GRH11
nm9435575,GRH11
nm9425870,GRH11
nm9426324,GRH11
nm9424405,GRH11
nm9424807,GRH11
nm9429769,GRH12
nm9426056,GRH12
nm9424224,GRH12
nm9426758,GRH12
nm9426302,GRH20
nm9426424,GRH20
nm9435576,GRH20
nm9435577,GRH20
nm9435578,GRi10
nm9435579,GRi10
nm9435580,GRi10
nm9435581,GRi10
nm9435582,GRi50
nm9426947,GRi50
nm9435583,GrM10
nm9435584,GrM10
nm9435585,GrM10
nm9435586,GrM10
nm9435587,GrM10
nm9435588,GrM10
nm9435589,GrN10
nm9435590,GrN10
nm9435591,GrN10
nm9435592,GrN10
nm9435593,GrN10
nm9435594,GrN10
nm9435595,GrN10
nm9427746,GRo1
nm9429101,GRo1
nm9426206,GRo1
nm9425674,GRo1
nm9424856,GRo1
nm9428361,GRo1
nm9429634,GRo1
nm9428656,GRo1
nm9426847,GRo7
nm9423197,GRo12
nm9425697,GRo18
nm9426525,GRo18
nm9428623,GRo18
nm9426089,GRo18
nm9425913,GRo20
nm9423417,GRo20
nm9427658,GRo20
nm9429642,GRo20
nm9426415,GRo20
nm9427034,GRo20
nm9426073,GRo35
nm9426073,GRo35
nm9426942,GRo35
nm9435596,GRo35
nm9425700,GRo35
nm9426236,GRo35
nm9428593,GrR1
nm9426826,GrR1
nm9424622,GrR1
nm9428647,GrR1
nm9425062,GrR1
nm9435597,GrR1
nm9425023,GrR1
nm9425987,GrR3
nm9423590,GrR3
nm9425633,GrR3
nm9423618,GrR3
nm9435598,GrR3
nm9429298,GrR3
nm9435599,GrR3
nm9424869,GrR3
nm9428103,GrR5
nm9424529,GrR5
nm9429746,GrR5
nm9423431,GrR5
nm9423447,GrR5
nm9424555,GrR5
nm9435600,GrR5
nm9425016,GrR6
nm9428103,GrR6
nm9426199,GrR6
nm9424099,GrR6
nm9425203,GrR6
nm9424291,GrR6
nm9435601,GrR6
nm9429908,GrR7
nm9423490,GrR7
nm9423431,GrR7
nm9428475,GrR7
nm9423418,GrR7
nm9435602,GrR7
nm9435603,GrR7
nm9429686,GrR7
nm9429937,GrR10
nm9429518,GrR10
nm9426826,GrR10
nm9425505,GrR10
nm9435604,GrR10
nm9425023,GrR10
nm9429827,GrR10
nm9423590,GrR12
nm9423490,GrR12
nm9435605,GrR12
nm9424641,GrR12
nm9429865,GrR12
nm9425781,GrR15
nm9425757,GrR15
nm9429858,GrR15
nm9428172,GrR15
nm9435606,GrR15
nm9435607,GrR15
nm9423724,GrR15
nm9426461,GrR15
nm9429407,GrR15
nm9425565,GrR22
nm9435608,GrR30
nm9435609,GRv10
nm9435610,GRv10
nm9435611,GRv10
nm9435612,GRv10
nm9427757,GS3
nm9425578,GS3
nm9429845,GS3
nm9427937,GS3
nm9426779,GS3
nm9425628,GS3
nm9425203,GS3
nm9424385,GS3
nm9428385,GS3
nm9429646,GS6
nm9425578,GS6
nm9424449,GS6
nm9423564,GS6
nm9423679,GS6
nm9427975,GS6
nm9426599,GS6
nm9424218,GS7
nm9424762,GS7
nm9435613,GS7
nm9425741,GS7
nm9435614,GS7
nm9426331,GS9
nm9425919,GS9
nm9426331,GS9
nm9425251,GS14
nm9424573,GS14
nm9429906,GS14
nm9435615,GS14
nm9423112,GS14
nm9435616,GS14
nm9435617,GS14
nm9435618,GS14
nm9435619,GS14
nm9435620,GS14
nm9435621,GS14
nm9426546,GS16
nm9427044,GS16
nm9428704,GS16
nm9425777,GS16
nm9425796,GS16
nm9423643,GS16
nm9426359,GS16
nm9428978,GS16
nm9427608,GS16
nm9429889,GS16
nm9426557,GS16
nm9425610,GS16
nm9427681,GS16
nm9435622,GS16
nm9435623,GS16
nm9425301,GS16
nm9423416,GSa10
nm9435624,GSa10
nm9435625,GSa10
nm9435626,GSc1
nm9423212,GSc1
nm9423411,GSc1
nm9423799,GSc1
nm9424064,GSc1
nm9425957,GSc1
nm9435627,GSc1
nm9428482,GSc1
nm9435628,GSc1
nm9425700,GSc2
nm9424423,GSc2
nm9435629,GSc2
nm9435630,GSc2
nm9428061,GSc2
nm9425792,GSc2
nm9429247,GSc2
nm9425700,GSc3
nm9435631,GSc3
nm9423350,GSc3
nm9428224,GSc3
nm9424724,GSc3
nm9423922,GSc4
nm9427170,GSc4
nm9435632,GSc4
nm9428260,GSc4
nm9428301,GSc4
nm9424955,GSc4
nm9425995,GSc5
nm9425294,GSc5
nm9425747,GSc5
nm9428289,GSc5
nm9425700,GSc6
nm9424907,GSc6
nm9428289,GSc6
nm9429228,GSc6
nm9427854,GSc8
nm9428163,GSc8
nm9429410,GSc8
nm9423212,GSc10
nm9425856,GSc10
nm9423534,GSc14
nm9423991,GSc14
nm9435633,GSc14
nm9425591,GSc14
nm9435634,GSc14
nm9429752,GSc14
nm9435635,GSc14
nm9428599,GSc14
nm9435636,GSc14
nm9424110,GSc17
nm9428611,GSc17
nm9424514,GSc17
nm9425746,GSc17
nm9423104,GSc17
nm9427590,GSc17
nm9426018,GSc17
nm9435637,GSc17
nm9424549,GSc19
nm9429048,GSc19
nm9424700,GSc19
nm9435638,GSc19
nm9435639,GSc19
nm9435640,GSc19
nm9429875,GSc20
nm9435641,GSc20
nm9424203,GSc20
nm9435642,GSc20
nm9435643,GSc20
nm9425147,GSc20
nm9426906,GSc20
nm9435644,GSi10
nm9426962,GSi10
nm9435645,GSi10
nm9435646,GSi10
nm9435647,GSi10
nm9425033,GSi10
nm9435648,GSi10
nm9435649,GSi10
nm9435650,GSi10
nm9426773,GSj1
nm9435651,GSj1
nm9435652,GSj1
nm9423276,GSj1
nm9435653,GSj1
nm9425792,GSj2
nm9435654,GSj2
nm9435655,GSj2
nm9435656,GSj2
nm9435657,GSj2
nm9435658,GSj2
nm9435659,GSj2
nm9428100,GSK1
nm9428192,GSK1
nm9425780,GSK1
nm9424310,GSK1
nm9435660,GSK1
nm9429694,GSK1
nm9424272,GSK1
nm9429454,GSK1
nm9426849,GSK1
nm9435661,GSn6
nm9435662,GSn6
nm9435663,GSn6
nm9435664,GSn6
nm9435665,GSn6
nm9435666,GSn6
nm9435667,GSn6
nm9435668,GSn6
nm9427749,GSn10
nm9429928,GSn10
nm9435669,GSn10
nm9435670,GSn10
nm9425913,GSn10
nm9435671,GSn10
nm9423305,GSn10
nm9435672,GSn10
nm9428794,GSn10
nm9435673,GSn10
nm9435674,GSn10
nm9435675,GSn10
nm9435676,GSn10
nm9435677,GSn10
nm9435678,GSn10
nm9435679,GSn10
nm9428253,GSsl
nm9425118,GSsl
nm9423758,GSsl
nm9427588,GSsl
nm9426692,GSs2
nm9427101,GSs2
nm9425763,GSs3
nm9427101,GSs3
nm9423590,GSs3
nm9429690,GSs3
nm9426700,GSs3
nm9428692,GSs3
nm9425853,GSs3
nm9435680,GSl10
nm9435681,GSl10
nm9435682,GSl10
nm9423892,GSl12
nm9429130,GSl12
nm9423806,GSl12
nm9429338,GSl12
nm9435683,GSl12
nm9435684,GSl12
nm9424697,GSr10
nm9425413,GSr10
nm9435685,GSr10
nm9435686,GSr10
nm9435687,GSr10
nm9435688,GSr10
nm9435689,GSr10
nm9435690,GSr10
nm9425837,GSt2
nm9426924,GSt2
nm9429467,GSt2
nm9423145,GSt2
nm9429077,GSt2
nm9435691,GSt2
nm9435692,GSt2
nm9429133,GSt2
nm9425952,GSt2
nm9435693,GSt3
nm9425158,GSt3
nm9427775,GSt3
nm9435694,GSt3
nm9424760,GSt3
nm9426343,GSt3
nm9424230,GSt3
nm9435695,GSt3
nm9435696,GSt3
nm9425464,GSt3
nm9423793,GSt3
nm9435697,GSt3
nm9423310,GSt4
nm9428452,GSt4
nm9427437,GSt4
nm9423819,GSt4
nm9423682,GSt4
nm9435698,GSt4
nm9435699,GSt4
nm9423310,GSt5
nm9423909,GSt5
nm9423172,GSt5
nm9435700,GSt5
nm9435701,GSt5
nm9424259,GSt5
nm9435702,GSt5
nm9426835,GSt5
nm9428452,GSt7
nm9429048,GSt7
nm9424233,GSt7
nm9423708,GSt7
nm9424920,GSt7
nm9435703,GSt7
nm9435704,GSt7
nm9429133,GSt7
nm9424065,GSt7
nm9423619,GSt7
nm9424867,GSt7
nm9425472,GSt8
nm9427207,GSt8
nm9435705,GSt8
nm9426124,GSt8
nm9424183,GSt8
nm9425121,GSt8
nm9426835,GSt8
nm9424338,GSt8
nm9426319,GSt8
nm9435706,GSt8
nm9425678,GSt8
nm9426797,GSt9
nm9428806,GSt9
nm9423129,GSt9
nm9427368,GSt9
nm9424338,GSt9
nm9424471,GSt9
nm9425472,GSt10
nm9424829,GSt10
nm9435707,GSt10
nm9423708,GSt10
nm9424742,GSt10
nm9429329,GSt11
nm9425837,GSt11
nm9425472,GSt12
nm9424278,GSt12
nm9423292,GSt12
nm9425005,GSt12
nm9435708,GSt12
nm9426091,GSt12
nm9424823,GSt12
nm9424702,GSt12
nm9423292,GSt13
nm9435709,GSt13
nm9424233,GSt13
nm9427162,GSt13
nm9435710,GSt13
nm9423560,GSt13
nm9424829,GSt14
nm9424747,GSt14
nm9423527,GSt14
nm9425941,GSt14
nm9435711,GSt14
nm9425675,GSt14
nm9429417,GSt14
nm9427787,GSt14
nm9423480,GSt14
nm9435712,GSt14
nm9435713,GSt14
nm9435714,GSt14
nm9424218,GSt15
nm9429193,GSt15
nm9429820,GSt15
nm9428313,GSt15
nm9435715,GSt15
nm9424199,GSt15
nm9423914,GSt15
nm9426088,GSt15
nm9426517,GSt17
nm9423292,GSt17
nm9425796,GSt17
nm9427866,GSt17
nm9424676,GSt17
nm9426179,GSt17
nm9435716,GSt17
nm9427285,GSt17
nm9435717,GSt17
nm9424690,GSt17
nm9429193,GSt18
nm9426016,GSt18
nm9435718,GSt18
nm9435719,GSt18
nm9425951,GSt18
nm9429202,GSt18
nm9427142,GSt18
nm9424959,GSt18
nm9427353,GSt18
nm9429826,GSt18
nm9429785,GSt18
nm9428694,GSt18
nm9425926,GSt18
nm9425098,GSt18
nm9427972,GSt19
nm9428647,GSt19
nm9429820,GSt19
nm9429885,GSt19
nm9423623,GSt19
nm9435720,GSt19
nm9426120,GSt19
nm9423377,GSt19
nm9435721,GSt19
nm9429519,GSt20
nm9427192,GSt20
nm9428193,GSt20
nm9425046,GSt20
nm9427139,GSt20
nm9425856,GSt20
nm9428066,GSt20
nm9428056,GSt20
nm9427170,GSt20
nm9423715,GSt20
nm9427353,GSt20
nm9429820,GSt20
nm9429632,GSt20
nm9428622,GSt20
nm9428647,GSt20
nm9427004,GSt20
nm9429193,GSt30
nm9423502,GSt30
nm9435722,GSt30
nm9435723,GSt30
nm9426330,GSy4
nm9428852,GSy4
nm9425490,GSy4
nm9435724,GSy4
nm9435725,GSy4
nm9435726,GSy4
nm9429069,GSy4
nm9423813,GSy4
nm9435727,GSy4
nm9426330,GSy7
nm9429382,GSy7
nm9423184,GSy7
nm9427455,GSy7
nm9425796,GSy7
nm9426587,GSy7
nm9428127,GSy7
nm9425490,GSy10
nm9426306,GSy10
nm9425273,GSy10
nm9423858,GSy10
nm9425471,GSy11
nm9425047,GSy11
nm9427889,GSy11
nm9426680,GSy11
nm9429733,GSy11
nm9425115,GSy11
nm9429081,GSy11
nm9427321,GSy13
nm9426306,GSy13
nm9425490,GSy13
nm9435728,GSy13
nm9429423,GSy13
nm9435729,GSy13
nm9425659,GSy13
nm9429717,GSy13
nm9429886,GSy13
nm9435730,GSy13
nm9426282,GSy13
nm9435731,GSy13
nm9428210,GSy13
nm9435732,GSy13
nm9427724,GSy13
nm9428852,GSy17
nm9425787,GSy17
nm9427705,GSy17
nm9435733,GSy17
nm9435734,GSy17
nm9427920,GSy17
nm9427648,GSy17
nm9423245,GSy30
nm9426680,GSy30
nm9429432,GSy30
nm9428978,GSy30
nm9428558,GSy30
nm9427945,GSy30
nm9429117,GSy30
nm9428991,GSy40
nm9425154,GSy40
nm9435735,GSy40
nm9435736,GSy40
nm9435737,GSy40
nm9435738,GSy40
nm9435739,GSy40
nm9429499,GSy40
nm9435740,GTh10
nm9425733,GTh10
nm9425766,GTh10
nm9429765,GTh10
nm9424863,GTh10
nm9435741,GTh10
nm9423877,GTh10
nm9425766,GTh12
nm9424303,GTh12
nm9424303,GTh16
nm9428851,GTh18
nm9428851,GTh23
nm9429765,GTh23
nm9425766,GTh24
nm9424486,GTh26
nm9435742,GTh28
nm9424486,GTh28
nm9426133,GTh28
nm9429765,GTh28
nm9424303,GTh28
nm9435743,GTh28
nm9428851,GTh28
nm9426133,GTh29
nm9424486,GTh29
nm9424486,GTh30
nm9425766,GTh30
nm9424486,GTh30
nm9424486,GTh32
nm9426133,GTh34
nm9429765,GTh34
nm9428851,GTh36
nm9429765,GTh36
nm9428837,GTh36
nm9424486,GTh36
nm9425693,GTh36
nm9425766,GTh52
nm9425766,GTh55
nm9429765,GTh57
nm9424303,GTh60
nm9424303,GTh62
nm9435744,GTi10
nm9435745,GTi10
nm9435746,GTi10
nm9435747,GTi10
nm9435748,GTi10
nm9435749,GTo1
nm9435750,GTo1
nm9435751,GTo1
nm9435752,GTo1
nm9435753,GTo1
nm9435754,GTo2
nm9435755,GTo2
nm9435756,GTo2
nm9427459,GTo2
nm9435757,GTo2
nm9435758,GTo9
nm9426564,GTr10
nm9428183,GTr10
nm9426640,GTr10
nm9428339,GTr12
nm9423141,GTr12
nm9425783,GTr12
nm9425851,GTr12
nm9429249,GTr12
nm9427523,GTr12
nm9426316,GTr12
nm9424034,GTr12
nm9435759,GTr12
nm9435760,GTr12
nm9435761,GTr12
nm9435762,GTz3
nm9435763,GTz3
nm9435764,GTz3
nm9435765,GTz3
nm9427882,GTz10
nm9435766,GuB10
nm9435767,GuB10
nm9435768,GuB10
nm9435769,GuB10
nm9435770,GuB10
nm9435771,GuB10
nm9435772,GuB10
nm9435773,GuB10
nm9435774,GuB10
nm9435775,GuB10
nm9435776,GuC10
nm9435777,GuC10
nm9435778,GuC10
nm9423590,GuE10
nm9435779,GuE10
nm9435780,GuE10
nm9435781,GuE10
nm9435782,GuL10
nm9435783,GuL10
nm9435784,GuS10
nm9435785,GuS10
nm9435786,GuS12
nm9435787,GuS12
nm9435788,GVe10
nm9435789,GVe10
nm9435790,GVe10
nm9425863,GVe10
nm9435791,GVe10
nm9429542,GVe10
nm9435792,GVe10
nm9435793,GVe10
nm9435794,GVe10
nm9429259,GvR10
nm9435795,GvR10
nm9435796,GvR10
nm9435797,GvR10
nm9435798,GvR10
nm9435799,GvR10
nm9435800,GvS1
nm9435801,GvS1
nm9435802,GvS1
nm9424699,GvS2
nm9435803,GvS2
nm9426675,GvS2
nm9435804,GvS2
nm9435805,GvS2
nm9428300,GvS2
nm9435806,GvS2
nm9435807,GvS2
nm9435808,GvS4
nm9428017,GvS5
